 id |           address            | admin_id |  telephone   | profit  
----+------------------------------+----------+--------------+---------
  1 | пр. Энгельса, д.35           |        1 | +79331856199 |   50888
  2 | ул. Свеаборгская, д.79       |       26 | +79693783457 |  808624
  3 | Верхний 4 пр-д(Парнас), д.37 |       40 | +79396673868 | -734668
  4 | ул. Черниговская, д.39       |       80 | +79074622094 |  821914
  5 | ул. Балканская, д.81         |       94 | +79122242705 | -386504
  6 | ул. Десятинная Большая, д.97 |      119 | +79398635985 |   23512
  7 | ул. Фучика, д.52             |      159 | +79820210643 |   76326
  8 | ул. Енотаевская, д.88        |      173 | +79652812059 |  449563
  9 | Карельский пер., д.18        |      198 | +79073295066 |  154884
 10 | Южное шоссе, д.2             |      212 | +79321070731 | -986911
 11 | ул. Толстого Льва, д.20      |      252 | +79400867370 |       0
 12 | ул. Невельская, д.56         |      277 | +79220991453 | -765006
 13 | ул. Зеленина Большая, д.63   |      317 | +79576181944 |       0
 14 | ул. Хрустальная, д.25        |      357 | +79062073517 |  956042
 15 | Театральная пл., д.54        |      382 |              |  865734
 16 | ул. Ржевская, д.81           |      396 | +79368243380 | -422654
 17 | ул. Безымянная, д.56         |      421 |              |       0
 18 | ул. Капитанская, д.61        |      435 | +79368548217 | -745470
 19 | ул. Рузовская, д.77          |      475 |              | -224957
 20 | ул. Ракитовская, д.21        |      489 | +79484825339 | -170952
(20 rows)

 bar_id | menu_item_id | price 
      1 |           77 |   354
      1 |           79 |   263
      1 |           80 |   197
      1 |           81 |   263
      1 |           82 |   315
      1 |           84 |   296
      1 |           85 |   200
      1 |           86 |   309
      1 |           87 |   455
      1 |           88 |   214
      1 |           89 |   361
      1 |           90 |   369
      1 |           91 |   395
      2 |            1 |   359
      2 |            2 |   606
      2 |            3 |   289
      2 |            4 |   484
      2 |            5 |   222
      2 |            6 |   392
      2 |            7 |   254
      2 |            8 |   380
      2 |            9 |   812
      2 |           10 |   510
      2 |           11 |   319
      2 |           12 |   449
      2 |           13 |   368
      2 |           14 |   216
      2 |           15 |   235
      2 |           16 |   170
      2 |           17 |   326
      2 |           18 |   300
      2 |           19 |   522
      2 |           20 |   479
      2 |           21 |   431
      2 |           22 |   376
      2 |           23 |   228
      2 |           24 |   408
      2 |           25 |   333
      2 |           26 |   559
      2 |           27 |   177
      2 |           28 |   388
      2 |           29 |   339
      2 |           30 |   509
      2 |           31 |   277
      2 |           32 |   516
      2 |           34 |   551
      2 |           35 |   955
      2 |           36 |  1306
      2 |           37 |   304
      2 |           38 |   326
      2 |           40 |   274
      2 |           41 |   118
      2 |           42 |    94
      2 |           43 |   106
      2 |           44 |   247
      2 |           45 |   232
      2 |           46 |   596
      2 |           47 |   207
      2 |           48 |   256
      2 |           49 |   170
      2 |           50 |   263
      2 |           51 |   290
      2 |           52 |   415
      2 |           53 |   272
      2 |           54 |  3179
      2 |           55 |   600
      2 |           56 |   410
      2 |           57 |   174
      2 |           58 |   331
      2 |           59 |   266
      2 |           60 |   496
      2 |           61 |   293
      2 |           62 |   225
      2 |           63 |   719
      2 |           64 |  1089
      2 |           65 |   158
      2 |           66 |   382
      2 |           68 |   223
      2 |           69 |   354
      2 |           70 |   327
      2 |           71 |   398
      2 |           72 |   372
      2 |           74 |   326
      2 |           76 |   442
      2 |           77 |   223
      2 |           78 |   267
      2 |           79 |   236
      2 |           80 |   363
      2 |           81 |   123
      2 |           82 |   223
      2 |           83 |   630
      2 |           84 |   363
      2 |           85 |   228
      2 |           86 |   446
      2 |           87 |   418
      2 |           88 |   182
      2 |           89 |   238
      2 |           90 |   337
      2 |           91 |   179
      3 |            1 |   246
      3 |            2 |   533
      3 |            3 |   326
      3 |            4 |   506
      3 |            5 |   418
      3 |            6 |   334
      3 |            7 |   538
      3 |            8 |   182
      3 |            9 |   464
      3 |           11 |   221
      3 |           12 |   471
      3 |           13 |   342
      3 |           14 |   260
      3 |           15 |   200
      3 |           16 |   287
      3 |           17 |   296
      3 |           18 |   262
      3 |           19 |   473
      3 |           20 |   268
      3 |           21 |   513
      3 |           22 |   380
      3 |           23 |   224
      3 |           24 |   368
      3 |           25 |   367
      3 |           26 |   488
      3 |           27 |   306
      3 |           28 |   325
      3 |           29 |   355
      3 |           30 |   583
      3 |           31 |   413
      3 |           32 |   579
      3 |           33 |   613
      3 |           34 |   291
      3 |           35 |   996
      3 |           36 |   856
      3 |           37 |   294
      3 |           38 |   302
      3 |           40 |   407
      3 |           41 |    65
      3 |           42 |   106
      3 |           43 |   141
      3 |           44 |   249
      3 |           45 |   193
      3 |           46 |   552
      3 |           47 |   199
      3 |           48 |   157
      3 |           49 |   400
      3 |           50 |   233
      3 |           51 |   418
      3 |           52 |   231
      3 |           53 |   444
      3 |           54 |  3436
      3 |           55 |   682
      3 |           56 |   203
      3 |           57 |   284
      3 |           58 |   506
      3 |           59 |   250
      3 |           60 |   481
      3 |           62 |   291
      3 |           63 |   388
      3 |           64 |  1904
      3 |           65 |   275
      3 |           66 |   679
      3 |           67 |   325
      3 |           68 |   372
      3 |           69 |   208
      3 |           70 |   259
      3 |           71 |   438
      3 |           72 |   153
      3 |           74 |   271
      3 |           75 |   621
      3 |           76 |   526
      3 |           77 |   209
      3 |           78 |   185
      3 |           79 |   347
      3 |           80 |   340
      3 |           81 |   198
      3 |           82 |   433
      3 |           83 |   452
      3 |           84 |   433
      3 |           85 |   478
      3 |           86 |   439
      3 |           87 |   532
      3 |           89 |   401
      3 |           90 |   213
      3 |           91 |   376
      4 |            2 |   416
      4 |            3 |   340
      4 |            6 |   390
      4 |            7 |   335
      4 |            9 |   372
      4 |           10 |   508
      4 |           11 |   303
      4 |           12 |   411
      4 |           13 |   327
      4 |           16 |   232
      4 |           17 |   239
      4 |           19 |   291
      4 |           20 |   240
      4 |           21 |   248
      4 |           23 |   399
      4 |           24 |   382
      4 |           25 |   363
      4 |           26 |   418
      4 |           27 |   285
      4 |           28 |   217
      4 |           30 |   376
      4 |           31 |   337
      4 |           32 |   345
      4 |           33 |   403
      4 |           34 |   608
      4 |           35 |  1064
      4 |           36 |  1771
      4 |           37 |   334
      4 |           38 |   214
      4 |           39 |   417
      4 |           40 |   233
      4 |           41 |    96
      4 |           42 |   123
      4 |           43 |   105
      4 |           44 |   232
      4 |           45 |   166
      4 |           46 |   438
      4 |           48 |   171
      4 |           49 |   415
      4 |           50 |   324
      4 |           51 |   444
      4 |           53 |   487
      4 |           54 |  3571
      4 |           57 |   347
      4 |           58 |   408
      4 |           59 |   400
      4 |           60 |   386
      4 |           61 |   478
      4 |           62 |   321
      4 |           63 |   619
      4 |           64 |  1225
      4 |           65 |   284
      4 |           66 |   560
      4 |           67 |   402
      4 |           68 |   270
      4 |           69 |   388
      4 |           70 |   304
      4 |           71 |   246
      4 |           72 |   318
      4 |           73 |   304
      4 |           74 |   407
      4 |           75 |   422
      4 |           76 |   565
      4 |           77 |   389
      4 |           78 |   219
      4 |           80 |   157
      4 |           81 |   121
      4 |           82 |   267
      4 |           83 |   381
      4 |           84 |   286
      4 |           87 |   485
      4 |           88 |   209
      4 |           89 |   271
      4 |           90 |   300
      5 |            1 |   297
      5 |            2 |   571
      5 |            3 |   269
      5 |            4 |   377
      5 |            5 |   200
      5 |            6 |   246
      5 |            7 |   447
      5 |            8 |   382
      5 |            9 |   710
      5 |           10 |   388
      5 |           11 |   216
      5 |           12 |   516
      5 |           13 |   259
      5 |           14 |   172
      5 |           15 |   202
      5 |           16 |   272
      5 |           17 |   322
      5 |           18 |   177
      5 |           19 |   467
      5 |           20 |   224
      5 |           21 |   265
      5 |           22 |   308
      5 |           23 |   218
      5 |           24 |   289
      5 |           25 |   246
      5 |           27 |   361
      5 |           28 |   414
      5 |           29 |   462
      5 |           30 |   596
      5 |           31 |   372
      5 |           32 |   388
      5 |           33 |   533
      5 |           34 |   638
      5 |           36 |  1343
      5 |           37 |   309
      5 |           38 |   273
      5 |           39 |   413
      5 |           40 |   193
      5 |           41 |   110
      5 |           42 |    97
      5 |           43 |   164
      5 |           44 |   153
      5 |           45 |   310
      5 |           46 |   762
      5 |           47 |   138
      5 |           48 |   322
      5 |           49 |   349
      5 |           50 |   303
      5 |           51 |   438
      5 |           52 |   472
      5 |           53 |   276
      5 |           54 |  5165
      5 |           55 |   653
      5 |           56 |   439
      5 |           57 |   276
      5 |           58 |   345
      5 |           59 |   357
      5 |           60 |   486
      5 |           61 |   530
      5 |           62 |   352
      5 |           63 |   598
      5 |           65 |   360
      5 |           66 |   646
      5 |           67 |   508
      5 |           68 |   336
      5 |           69 |   312
      5 |           70 |   428
      5 |           71 |   190
      5 |           72 |   349
      5 |           73 |   276
      5 |           74 |   437
      5 |           75 |   315
      5 |           77 |   191
      5 |           78 |   234
      5 |           79 |   248
      5 |           80 |   262
      5 |           81 |   284
      5 |           82 |   344
      5 |           83 |   779
      5 |           84 |   442
      5 |           85 |   406
      5 |           86 |   272
      5 |           87 |   361
      5 |           88 |   232
      5 |           89 |   336
      5 |           90 |   404
      5 |           91 |   217
      6 |            1 |   422
      6 |            2 |   470
      6 |            3 |   382
      6 |            4 |   290
      6 |            5 |   327
      6 |            6 |   225
      6 |            7 |   244
      6 |            9 |   570
      6 |           10 |   555
      6 |           11 |   263
      6 |           12 |   259
      6 |           13 |   154
      6 |           14 |   220
      6 |           15 |   227
      6 |           16 |   207
      6 |           17 |   358
      6 |           18 |   352
      6 |           19 |   368
      6 |           20 |   426
      6 |           21 |   215
      6 |           22 |   356
      6 |           23 |   419
      6 |           24 |   266
      6 |           25 |   205
      6 |           26 |   460
      6 |           27 |   196
      6 |           28 |   329
      6 |           29 |   481
      6 |           30 |   423
      6 |           31 |   336
      6 |           32 |   306
      6 |           33 |   548
      6 |           34 |   338
      6 |           35 |   974
      6 |           36 |  1240
      6 |           37 |   373
      6 |           38 |   240
      6 |           39 |   204
      6 |           40 |   276
      6 |           41 |    75
      6 |           42 |   180
      6 |           44 |   156
      6 |           45 |   146
      6 |           46 |   493
      6 |           47 |   299
      6 |           48 |   342
      6 |           49 |   170
      6 |           50 |   168
      6 |           51 |   383
      6 |           52 |   375
      6 |           53 |   342
      6 |           54 |  3370
      6 |           56 |   348
      6 |           57 |   287
      6 |           58 |   346
      6 |           59 |   313
      6 |           60 |   458
      6 |           61 |   251
      6 |           62 |   311
      6 |           63 |   393
      6 |           64 |   897
      6 |           65 |   213
      6 |           67 |   495
      6 |           68 |   283
      6 |           69 |   413
      6 |           70 |   297
      6 |           71 |   401
      6 |           72 |   352
      6 |           73 |   359
      6 |           74 |   345
      6 |           75 |   284
      6 |           77 |   239
      6 |           78 |   279
      6 |           79 |   162
      6 |           80 |   279
      6 |           81 |   201
      6 |           82 |   418
      6 |           83 |   684
      6 |           84 |   404
      6 |           85 |   383
      6 |           86 |   569
      6 |           87 |   587
      6 |           88 |   267
      6 |           90 |   279
      6 |           91 |   280
      7 |            1 |   366
      7 |            2 |   449
      7 |            3 |   176
      7 |            4 |   495
      7 |            5 |   416
      7 |            6 |   340
      7 |            7 |   311
      7 |            8 |   206
      7 |           10 |   824
      7 |           11 |   319
      7 |           12 |   386
      7 |           13 |   314
      7 |           15 |   373
      7 |           16 |   379
      7 |           17 |   235
      7 |           18 |   350
      7 |           19 |   270
      7 |           20 |   357
      7 |           21 |   342
      7 |           22 |   391
      7 |           23 |   422
      7 |           24 |   421
      7 |           25 |   366
      7 |           26 |   353
      7 |           27 |   297
      7 |           28 |   285
      7 |           29 |   466
      7 |           30 |   383
      7 |           31 |   532
      7 |           32 |   298
      7 |           33 |   615
      7 |           34 |   563
      7 |           35 |   839
      7 |           36 |  1548
      7 |           37 |   260
      7 |           38 |   404
      7 |           39 |   234
      7 |           40 |   329
      7 |           41 |    72
      7 |           42 |   125
      7 |           43 |   116
      7 |           44 |   186
      7 |           45 |   144
      7 |           46 |   329
      7 |           47 |   183
      7 |           48 |   281
      7 |           49 |   174
      7 |           50 |   244
      7 |           51 |   319
      7 |           52 |   498
      7 |           54 |  2717
      7 |           55 |   308
      7 |           56 |   332
      7 |           57 |   207
      7 |           58 |   346
      7 |           60 |   294
      7 |           61 |   316
      7 |           62 |   468
      7 |           63 |   501
      7 |           64 |  1278
      7 |           65 |   316
      7 |           66 |   591
      7 |           67 |   520
      7 |           68 |   309
      7 |           69 |   187
      7 |           70 |   342
      7 |           71 |   370
      7 |           72 |   150
      7 |           73 |   281
      7 |           74 |   412
      7 |           75 |   555
      7 |           76 |   752
      7 |           77 |   201
      7 |           78 |   317
      7 |           79 |   188
      7 |           80 |   310
      7 |           81 |   157
      7 |           82 |   306
      7 |           83 |   644
      7 |           84 |   361
      7 |           85 |   470
      7 |           86 |   255
      7 |           87 |   325
      7 |           88 |   193
      7 |           89 |   270
      7 |           90 |   222
      7 |           91 |   262
      8 |            1 |   336
      8 |            2 |   327
      8 |            3 |   171
      8 |            4 |   228
      8 |            5 |   303
      8 |            7 |   378
      8 |            8 |   393
      8 |            9 |   530
      8 |           10 |   417
      8 |           11 |   364
      8 |           12 |   598
      8 |           13 |   225
      8 |           14 |   380
      8 |           15 |   318
      8 |           16 |   379
      8 |           17 |   374
      8 |           18 |   167
      8 |           19 |   364
      8 |           20 |   507
      8 |           21 |   365
      8 |           22 |   413
      8 |           23 |   247
      8 |           24 |   332
      8 |           25 |   424
      8 |           26 |   447
      8 |           27 |   252
      8 |           28 |   317
      8 |           29 |   388
      8 |           30 |   264
      8 |           31 |   282
      8 |           33 |   670
      8 |           34 |   333
      8 |           35 |  1072
      8 |           36 |   876
      8 |           37 |   202
      8 |           38 |   206
      8 |           39 |   405
      8 |           40 |   310
      8 |           41 |   104
      8 |           42 |   149
      8 |           43 |   159
      8 |           44 |   173
      8 |           45 |   158
      8 |           46 |   617
      8 |           47 |   287
      8 |           48 |   185
      8 |           49 |   206
      8 |           50 |   312
      8 |           51 |   366
      8 |           52 |   486
      8 |           53 |   442
      8 |           54 |  4630
      8 |           55 |   506
      8 |           56 |   303
      8 |           58 |   513
      8 |           59 |   450
      8 |           60 |   467
      8 |           61 |   303
      8 |           62 |   271
      8 |           63 |   452
      8 |           64 |  1766
      8 |           65 |   220
      8 |           66 |   541
      8 |           67 |   245
      8 |           68 |   406
      8 |           69 |   188
      8 |           70 |   328
      8 |           71 |   402
      8 |           72 |   302
      8 |           74 |   251
      8 |           75 |   616
      8 |           76 |   344
      8 |           77 |   272
      8 |           78 |   338
      8 |           79 |   354
      8 |           80 |   176
      8 |           81 |   228
      8 |           82 |   366
      8 |           84 |   260
      8 |           85 |   374
      8 |           86 |   296
      8 |           87 |   425
      8 |           89 |   297
      8 |           91 |   184
      9 |            1 |   355
      9 |            2 |   303
      9 |            3 |   276
      9 |            4 |   429
      9 |            5 |   202
      9 |            6 |   399
      9 |            8 |   163
      9 |            9 |   487
      9 |           10 |   486
      9 |           11 |   210
      9 |           12 |   518
      9 |           13 |   205
      9 |           14 |   215
      9 |           15 |   305
      9 |           16 |   236
      9 |           17 |   252
      9 |           18 |   297
      9 |           19 |   237
      9 |           20 |   366
      9 |           21 |   321
      9 |           22 |   623
      9 |           23 |   413
      9 |           24 |   470
      9 |           25 |   259
      9 |           26 |   398
      9 |           27 |   277
      9 |           28 |   294
      9 |           29 |   306
      9 |           30 |   423
      9 |           31 |   466
      9 |           32 |   488
      9 |           33 |   564
      9 |           34 |   498
      9 |           35 |   480
      9 |           36 |  1172
      9 |           37 |   370
      9 |           38 |   391
      9 |           39 |   209
      9 |           40 |   393
      9 |           42 |   110
      9 |           43 |   169
      9 |           44 |   225
      9 |           45 |   277
      9 |           46 |   741
      9 |           47 |   321
      9 |           48 |   172
      9 |           49 |   303
      9 |           50 |   153
      9 |           51 |   382
      9 |           52 |   238
      9 |           53 |   477
      9 |           54 |  5895
      9 |           55 |   430
      9 |           56 |   298
      9 |           57 |   323
      9 |           58 |   438
      9 |           59 |   347
      9 |           60 |   281
      9 |           61 |   524
      9 |           62 |   230
      9 |           63 |   770
      9 |           64 |   954
      9 |           66 |   610
      9 |           68 |   378
      9 |           69 |   205
      9 |           70 |   205
      9 |           71 |   200
      9 |           72 |   198
      9 |           73 |   306
      9 |           74 |   245
      9 |           75 |   446
      9 |           76 |   386
      9 |           77 |   180
      9 |           78 |   227
      9 |           79 |   309
      9 |           80 |   337
      9 |           81 |   238
      9 |           82 |   390
      9 |           83 |   375
      9 |           85 |   421
      9 |           86 |   525
      9 |           87 |   383
      9 |           88 |   329
      9 |           89 |   334
      9 |           90 |   322
      9 |           91 |   299
     10 |            1 |   286
     10 |            3 |   339
     10 |            4 |   278
     10 |            5 |   213
     10 |            6 |   384
     10 |            7 |   472
     10 |            8 |   378
     10 |            9 |   593
     10 |           10 |   752
     10 |           12 |   420
     10 |           13 |   243
     10 |           14 |   330
     10 |           15 |   294
     10 |           17 |   311
     10 |           18 |   272
     10 |           19 |   444
     10 |           20 |   330
     10 |           21 |   271
     10 |           23 |   316
     10 |           24 |   359
     10 |           25 |   378
     10 |           26 |   244
     10 |           27 |   211
     10 |           28 |   276
     10 |           29 |   516
     10 |           30 |   255
     10 |           31 |   355
     10 |           32 |   366
     10 |           33 |   724
     10 |           34 |   539
     10 |           35 |   567
     10 |           36 |  1191
     10 |           37 |   201
     10 |           38 |   307
     10 |           39 |   326
     10 |           40 |   337
     10 |           41 |    82
     10 |           42 |   108
     10 |           43 |   135
     10 |           44 |   231
     10 |           45 |   133
     10 |           47 |   180
     10 |           48 |   267
     10 |           49 |   389
     10 |           50 |   214
     10 |           51 |   379
     10 |           52 |   381
     10 |           53 |   425
     10 |           54 |  3681
     10 |           55 |   447
     10 |           56 |   444
     10 |           57 |   188
     10 |           58 |   454
     10 |           60 |   301
     10 |           61 |   497
     10 |           62 |   334
     10 |           64 |  1562
     10 |           65 |   328
     10 |           66 |   329
     10 |           68 |   190
     10 |           69 |   243
     10 |           70 |   319
     10 |           71 |   271
     10 |           72 |   317
     10 |           73 |   171
     10 |           74 |   304
     10 |           75 |   642
     10 |           76 |   693
     10 |           78 |   218
     10 |           79 |   212
     10 |           80 |   329
     10 |           81 |   232
     10 |           82 |   192
     10 |           83 |   507
     10 |           84 |   328
     10 |           85 |   273
     10 |           86 |   615
     10 |           87 |   392
     10 |           88 |   319
     10 |           89 |   384
     10 |           90 |   385
     10 |           91 |   236
     11 |            1 |   458
     11 |            2 |   584
     11 |            3 |   262
     11 |            4 |   440
     11 |            5 |   215
     11 |            6 |   401
     11 |            7 |   514
     11 |            8 |   270
     11 |            9 |   668
     11 |           10 |   712
     11 |           12 |   253
     11 |           13 |   187
     11 |           14 |   305
     11 |           15 |   316
     11 |           16 |   336
     11 |           17 |   285
     11 |           18 |   272
     11 |           19 |   364
     11 |           20 |   252
     11 |           21 |   308
     11 |           22 |   646
     11 |           23 |   190
     11 |           24 |   346
     11 |           25 |   266
     11 |           26 |   497
     11 |           27 |   354
     11 |           29 |   464
     11 |           30 |   422
     11 |           31 |   398
     11 |           32 |   263
     11 |           33 |   393
     11 |           34 |   571
     11 |           35 |   590
     11 |           36 |  1658
     11 |           37 |   255
     11 |           39 |   173
     11 |           41 |    54
     11 |           42 |   112
     11 |           43 |   200
     11 |           44 |   209
     11 |           45 |   223
     11 |           46 |   420
     11 |           47 |   284
     11 |           49 |   382
     11 |           50 |   161
     11 |           51 |   371
     11 |           53 |   231
     11 |           54 |  5615
     11 |           55 |   444
     11 |           56 |   269
     11 |           57 |   287
     11 |           58 |   325
     11 |           59 |   418
     11 |           60 |   349
     11 |           61 |   526
     11 |           62 |   213
     11 |           63 |   706
     11 |           64 |  1065
     11 |           65 |   290
     11 |           66 |   679
     11 |           67 |   336
     11 |           68 |   344
     11 |           69 |   190
     11 |           71 |   454
     11 |           72 |   169
     11 |           73 |   252
     11 |           74 |   427
     11 |           75 |   489
     11 |           76 |   398
     11 |           78 |   328
     11 |           79 |   310
     11 |           80 |   171
     11 |           81 |   205
     11 |           82 |   367
     11 |           83 |   547
     11 |           84 |   362
     11 |           85 |   231
     11 |           86 |   275
     11 |           87 |   299
     11 |           88 |   394
     11 |           89 |   335
     11 |           90 |   364
     11 |           91 |   364
     12 |            1 |   324
     12 |            2 |   539
     12 |            3 |   293
     12 |            5 |   252
     12 |            6 |   177
     12 |            7 |   357
     12 |            8 |   315
     12 |            9 |   501
     12 |           10 |   586
     12 |           12 |   506
     12 |           13 |   362
     12 |           14 |   210
     12 |           15 |   261
     12 |           17 |   205
     12 |           18 |   332
     12 |           19 |   516
     12 |           20 |   500
     12 |           21 |   393
     12 |           22 |   632
     12 |           23 |   306
     12 |           24 |   497
     12 |           25 |   199
     12 |           26 |   483
     12 |           27 |   339
     12 |           28 |   250
     12 |           29 |   462
     12 |           30 |   374
     12 |           31 |   466
     12 |           32 |   252
     12 |           33 |   554
     12 |           34 |   344
     12 |           35 |   894
     12 |           37 |   406
     12 |           38 |   381
     12 |           40 |   237
     12 |           41 |   117
     12 |           43 |   173
     12 |           45 |   237
     12 |           46 |   454
     12 |           47 |   285
     12 |           48 |   224
     12 |           49 |   396
     12 |           50 |   219
     12 |           51 |   215
     12 |           52 |   456
     12 |           55 |   290
     12 |           56 |   284
     12 |           57 |   198
     12 |           58 |   458
     12 |           59 |   487
     12 |           60 |   468
     12 |           61 |   459
     12 |           62 |   418
     12 |           63 |   474
     12 |           64 |  1393
     12 |           65 |   368
     12 |           66 |   652
     12 |           67 |   496
     12 |           68 |   182
     12 |           69 |   314
     12 |           70 |   418
     12 |           71 |   450
     12 |           72 |   363
     12 |           73 |   314
     12 |           74 |   250
     12 |           75 |   579
     12 |           76 |   561
     12 |           77 |   207
     12 |           78 |   352
     12 |           79 |   279
     12 |           81 |   191
     12 |           82 |   203
     12 |           83 |   735
     12 |           84 |   446
     12 |           85 |   301
     12 |           86 |   526
     12 |           87 |   492
     12 |           88 |   184
     12 |           89 |   352
     12 |           90 |   379
     13 |            2 |   281
     13 |            3 |   233
     13 |            4 |   405
     13 |            5 |   199
     13 |            6 |   282
     13 |            8 |   387
     13 |            9 |   676
     13 |           12 |   479
     13 |           13 |   210
     13 |           14 |   260
     13 |           16 |   295
     13 |           18 |   340
     13 |           19 |   337
     13 |           20 |   452
     13 |           21 |   294
     13 |           22 |   513
     13 |           23 |   181
     13 |           24 |   231
     13 |           25 |   300
     13 |           26 |   475
     13 |           27 |   243
     13 |           28 |   244
     13 |           29 |   328
     13 |           30 |   612
     13 |           32 |   522
     13 |           33 |   442
     13 |           34 |   516
     13 |           35 |   678
     13 |           36 |   789
     13 |           37 |   253
     13 |           38 |   343
     13 |           39 |   291
     13 |           40 |   327
     13 |           41 |   103
     13 |           42 |   150
     13 |           43 |   220
     13 |           44 |   153
     13 |           45 |   272
     13 |           46 |   557
     13 |           48 |   240
     13 |           50 |   145
     13 |           51 |   353
     13 |           52 |   491
     13 |           53 |   231
     13 |           54 |  4113
     13 |           55 |   680
     13 |           56 |   349
     13 |           58 |   265
     13 |           59 |   443
     13 |           61 |   522
     13 |           62 |   430
     13 |           63 |   394
     13 |           64 |  1050
     13 |           65 |   370
     13 |           66 |   525
     13 |           67 |   345
     13 |           68 |   222
     13 |           69 |   408
     13 |           70 |   361
     13 |           71 |   290
     13 |           72 |   374
     13 |           73 |   373
     13 |           74 |   412
     13 |           75 |   469
     13 |           76 |   319
     13 |           77 |   166
     13 |           78 |   214
     13 |           79 |   260
     13 |           80 |   276
     13 |           81 |   119
     13 |           82 |   296
     13 |           83 |   770
     13 |           84 |   260
     13 |           87 |   394
     13 |           88 |   313
     13 |           89 |   220
     13 |           90 |   225
     14 |            1 |   314
     14 |            2 |   376
     14 |            3 |   334
     14 |            4 |   265
     14 |            5 |   228
     14 |            6 |   343
     14 |            7 |   275
     14 |            8 |   389
     14 |           10 |   679
     14 |           12 |   403
     14 |           13 |   338
     14 |           15 |   224
     14 |           16 |   192
     14 |           17 |   192
     14 |           18 |   267
     14 |           19 |   320
     14 |           20 |   270
     14 |           21 |   522
     14 |           22 |   591
     14 |           23 |   341
     14 |           24 |   255
     14 |           25 |   417
     14 |           26 |   572
     14 |           27 |   265
     14 |           28 |   296
     14 |           29 |   512
     14 |           30 |   428
     14 |           31 |   509
     14 |           33 |   777
     14 |           34 |   562
     14 |           35 |   492
     14 |           36 |  1516
     14 |           37 |   395
     14 |           38 |   225
     14 |           39 |   406
     14 |           40 |   411
     14 |           41 |    56
     14 |           42 |   199
     14 |           43 |   130
     14 |           45 |   194
     14 |           46 |   593
     14 |           47 |   208
     14 |           48 |   224
     14 |           49 |   180
     14 |           51 |   301
     14 |           52 |   366
     14 |           53 |   262
     14 |           54 |  6646
     14 |           55 |   525
     14 |           56 |   330
     14 |           57 |   326
     14 |           58 |   324
     14 |           59 |   419
     14 |           60 |   518
     14 |           61 |   481
     14 |           62 |   338
     14 |           63 |   400
     14 |           64 |  1178
     14 |           65 |   331
     14 |           66 |   673
     14 |           67 |   448
     14 |           68 |   256
     14 |           69 |   394
     14 |           70 |   350
